           1   2.7164935463115856E-002   1.0037917193645440E-003   1.0037917193645440E-003
           2   2.7165847512105566E-002   4.0064230208578522E-003   3.0026313014933081E-003
           3   2.7166303536600423E-002   4.0064230208578522E-003   0.0000000000000000     
           4   2.7166759561095280E-002   5.5822038974638888E-003   1.5757808766060366E-003
           5   2.7167215585590133E-002   1.0183574205582246E-002   4.6013703081183577E-003
           6   2.7167671610084990E-002   1.8563997140348065E-002   8.3804229347658188E-003
           7   2.7168127634579847E-002   3.0097777002332127E-002   1.1533779861984061E-002
           8   2.7168583659074701E-002   4.6918130502948463E-002   1.6820353500616336E-002
           9   2.7169039683569558E-002   7.3746236172392066E-002   2.6828105669443603E-002
          10   2.7169495708064414E-002   8.6870037586330773E-002   1.3123801413938707E-002
          11   2.7169951732559268E-002   8.6870037586330773E-002   0.0000000000000000     
          12   2.7170407757054125E-002  0.10650146290473267        1.9631425318401896E-002
          13   2.7170863781548982E-002  0.11764051901078376        1.1139056106051093E-002
          14   2.7171319806043835E-002  0.11764051901078376        0.0000000000000000     
          15   2.7171775830538692E-002  0.13245004627977136        1.4809527268987599E-002
          16   2.7172231855033549E-002  0.14911691655592246        1.6666870276151102E-002
          17   2.7172687879528402E-002  0.18409588039531388        3.4978963839391419E-002
          18   2.7173143904023259E-002  0.22351649425140124        3.9420613856087361E-002
          19   2.7173599928518116E-002  0.32585546961638656       0.10233897536498532     
          20   2.7174055953012970E-002  0.34745693670969657        2.1601467093310039E-002
          21   2.7174511977507827E-002  0.37060862590785298        2.3151689198156425E-002
          22   2.7174968002002683E-002  0.39401341405001417        2.3404788142161168E-002
          23   2.7175424026497537E-002  0.44171765260610490        4.7704238556090739E-002
          24   2.7175880050992394E-002  0.51338437941486981        7.1666726808764958E-002
          25   2.7176336075487251E-002  0.53688483650269514        2.3500457087825347E-002
          26   2.7176792099982104E-002  0.53688483650269514        0.0000000000000000     
          27   2.7177248124476961E-002  0.60313824761214629        6.6253411109451155E-002
          28   2.7177704148971814E-002  0.66564883573201361        6.2510588119867344E-002
          29   2.7178160173466671E-002  0.70100112302433648        3.5352287292322843E-002
          30   2.7178616197961528E-002  0.75618563518181237        5.5184512157475885E-002
          31   2.7179072222456382E-002  0.77245618961923057        1.6270554437418205E-002
          32   2.7179528246951239E-002  0.80183653849169501        2.9380348872464435E-002
          33   2.7179984271446096E-002  0.83686086900038648        3.5024330508691415E-002
          34   2.7180440295940949E-002  0.83686086900038648        0.0000000000000000     
          35   2.7180896320435806E-002  0.85777715515240383        2.0916286152017294E-002
          36   2.7181352344930663E-002  0.87039831642650611        1.2621161274102344E-002
          37   2.7181808369425516E-002  0.87698736751792317        6.5890510914170530E-003
          38   2.7182264393920373E-002  0.87698736751792317        0.0000000000000000     
          39   2.7182720418415230E-002  0.89128480470267357        1.4297437184750461E-002
          40   2.7183176442910083E-002  0.90335912886393288        1.2074324161259309E-002
          41   2.7183632467404940E-002  0.90638846555716279        3.0293366932299115E-003
          42   2.7184088491899797E-002  0.91644007810741712        1.0051612550254274E-002
          43   2.7184544516394651E-002  0.92263130805260452        6.1912299451874486E-003
          44   2.7185000540889508E-002  0.92476044404266955        2.1291359900650342E-003
          45   2.7185456565384365E-002  0.92820335118731601        3.4429071446464010E-003
          46   2.7185912589879218E-002  0.92820335118731601        0.0000000000000000     
          47   2.7186368614374075E-002  0.92948762224689141        1.2842710595754037E-003
          48   2.7186824638868932E-002  0.93118780533218470        1.7001830852933497E-003
          49   2.7187280663363785E-002  0.93244546138725859        1.2576560550739413E-003
          50   2.7187736687858642E-002  0.93269425083825874        2.4878945100009764E-004
